RANK,NAME,KEEP?,POS,,TEAM,AGE,SALARY,FP,/GP,VORP,/$,ADP,DIFF.,,ADJ,GP,TOI,G,A,PTS,SOG,PPG,PPP,SHG,SHP,BLK,HIT,+/-,PIM,GWG,FOW,FOL,FO%,,GP,W,L,OTL,SO,SV,GA,SV%,GAA
532,Maxim Tsyplakov,N,"LW,RW",133,NYI,27,CA$2.3,-3.3,0,-11.4,-5.1,—,N/A,, ,79,12.6,9,19,29,98,1,1,0,0,35,115,-1,31,1,9,11,43%,,,,,,,,,,
533,Luke Evangelista,N,RW,144,NSH,24,CA$0.8,-3.8,-0.1,-11.6,-14.5,—,N/A,, ,73,14.5,14,22,36,150,2,6,0,0,20,38,-2,22,2,0,3,11%,,,,,,,,,,
534,Justin Danforth,N,RW,146,BUF,33,CA$1.8,-4,-0.1,-11.7,-6.5,—,N/A,, ,75,12.4,10,13,23,94,0,0,1,1,48,123,0,20,1,299,318,48%,,,,,,,,,,
535,Morgan Barron,N,C,137,WPG,27,CA$1.9,-3.6,0,-11.8,-6.4,—,N/A,, ,79,10.3,9,8,17,94,0,0,0,0,40,129,4,21,1,68,73,48%,,,,,,,,,,
536,Nick Cousins,N,LW,134,OTT,32,CA$0.8,-3.6,0,-11.8,-14.3,—,N/A,, ,74,10.6,8,11,18,92,0,0,0,0,34,112,1,37,1,14,22,39%,,,,,,,,,,
537,Radek Faksa,N,C,138,DAL,32,CA$2.0,-3.6,0,-11.8,-5.9,—,N/A,, ,79,12,7,11,18,73,0,0,1,2,52,108,4,27,1,389,300,56%,,,,,,,,,,
538,Colton Sissons,N,"C,LW",135,VGK,32,CA$2.9,-3.6,0,-11.8,-4.1,—,N/A,, ,80,11.7,8,13,21,77,0,0,0,1,53,106,4,21,1,348,301,54%,,,,,,,,,,
539,Casey Cizikas,N,"C,LW",136,NYI,35,CA$2.5,-3.7,0,-11.9,-4.7,—,N/A,, ,80,11.9,8,10,18,87,0,0,1,1,58,162,-4,30,1,321,272,54%,,,,,,,,,,
540,Mathieu Joseph,N,RW,149,STL,29,CA$3.0,-4.2,-0.1,-11.9,-4,—,N/A,, ,74,12.1,6,16,22,87,0,0,1,1,43,123,0,27,1,27,45,37%,,,,,,,,,,
541,Mitchell Chaffee,N,RW,150,T.B,28,CA$0.8,-4.2,-0.1,-11.9,-14.9,—,N/A,, ,67,11.2,10,7,17,65,2,3,0,0,25,128,4,18,2,3,7,27%,,,,,,,,,,
542,Yegor Chinakhov,N,"LW,RW",137,CBJ,25,CA$2.1,-3.8,-0.1,-12,-5.7,—,N/A,, ,64,14.6,15,17,32,124,2,4,0,0,27,75,-1,15,2,0,4,9%,,,,,,,,,,
543,Sean Kuraly,N,C,141,BOS,33,CA$1.9,-3.8,0,-12,-6.5,159,-384,, ,78,11.8,8,10,18,89,0,0,0,0,41,155,-4,36,1,324,309,51%,,,,,,,,,,
544,Sam Steel,N,C,142,DAL,28,CA$2.1,-3.9,0,-12,-5.7,—,N/A,, ,79,13.9,9,17,26,92,0,0,1,2,30,65,4,28,1,204,208,50%,,,,,,,,,,
545,Cody Glass,N,"C,RW",151,N.J,26,CA$2.5,-4.3,-0.1,-12,-4.8,—,N/A,, ,72,13.3,8,16,24,99,0,1,0,0,42,64,3,22,1,261,266,50%,,,,,,,,,,
546,J.T. Compher,N,C,143,DET,30,CA$5.1,-3.9,0,-12,-2.4,—,N/A,, ,80,15.9,13,22,35,99,3,7,1,1,58,42,-3,22,2,481,564,46%,,,,,,,,,,
547,Ondrej Palat,N,LW,138,N.J,35,CA$6.0,-3.9,-0.1,-12,-2,—,N/A,, ,76,12.1,11,13,24,86,0,1,0,0,48,98,3,17,2,3,13,18%,,,,,,,,,,
548,Kevin Stenlund,N,C,144,UTA,29,CA$2.0,-3.9,0,-12.1,-6,—,N/A,, ,79,13.4,12,10,22,94,0,0,1,1,55,67,-2,38,2,516,414,55%,,,,,,,,,,
549,Barclay Goodrow,N,C,145,S.J,33,CA$3.6,-3.9,0,-12.1,-3.3,—,N/A,, ,81,13.4,6,8,15,78,0,0,1,1,68,154,-11,58,1,171,191,47%,,,,,,,,,,
550,Jake Evans,N,C,146,MTL,29,CA$2.9,-3.9,0,-12.1,-4.2,—,N/A,, ,79,14.9,10,21,30,79,0,0,2,3,56,102,-1,22,1,540,490,52%,,,,,,,,,,
551,Steven Lorentz,N,"LW,RW",139,TOR,29,CA$1.4,-3.9,-0.1,-12.1,-9,—,N/A,, ,75,10.5,7,9,15,75,0,0,1,1,46,171,3,15,1,53,72,42%,,,,,,,,,,
552,Nick Bjugstad,N,C,148,STL,33,CA$1.8,-4,-0.1,-12.2,-7,—,N/A,, ,78,10.5,11,12,23,106,0,0,0,0,31,105,1,23,2,270,290,48%,,,,,,,,,,
553,Alex Kerfoot,N,"C,LW,RW",140,UTA,31,CA$3.0,-4,0,-12.2,-4.1,—,N/A,, ,82,14.4,11,19,29,99,0,1,1,2,63,65,-1,22,2,228,238,49%,,,,,,,,,,
554,Pontus Holmberg,N,RW,152,T.B,27,CA$1.6,-4.5,-0.1,-12.2,-7.9,—,N/A,, ,71,11.3,8,11,19,66,0,0,1,1,48,60,6,25,1,132,148,47%,,,,,,,,,,
555,Teddy Blueger,N,C,149,VAN,31,CA$1.8,-4.1,-0.1,-12.3,-6.8,—,N/A,, ,78,13.8,8,18,26,94,0,0,1,2,43,95,-1,30,1,465,437,52%,,,,,,,,,,
556,Jesper Boqvist,N,C,150,FLA,27,CA$1.5,-4.1,-0.1,-12.3,-8.2,—,N/A,, ,75,10.9,10,11,21,78,0,0,1,1,27,145,4,12,1,57,92,39%,,,,,,,,,,
557,Victor Olofsson,N,"LW,RW",141,UFA,30,CA$1.6,-4.1,-0.1,-12.3,-7.8,—,N/A,, ,72,13.2,16,14,30,121,3,6,0,0,23,42,0,15,2,1,6,11%,,,,,,,,,,
558,Drew O'Connor,N,LW,142,VAN,27,CA$2.5,-4.1,-0.1,-12.3,-4.9,—,N/A,, ,78,13.5,11,14,24,109,0,1,1,2,49,69,0,25,2,39,50,44%,,,,,,,,,,
559,Adam Gaudette,N,"C,RW",153,S.J,29,CA$2.0,-4.6,-0.1,-12.4,-6.2,—,N/A,, ,67,13.8,18,11,29,99,3,4,0,0,31,78,-4,20,2,188,193,49%,,,,,,,,,,
560,Josh Doan,N,RW,154,BUF,24,CA$0.9,-4.6,-0.1,-12.4,-13.4,—,N/A,, ,62,13.5,11,16,27,105,3,5,0,0,22,60,2,15,2,42,60,41%,,,,,,,,,,
561,Noah Cates,N,C,151,PHI,27,CA$4.0,-4.2,-0.1,-12.4,-3.1,—,N/A,, ,78,15.5,13,20,33,106,1,1,0,1,53,83,-3,14,2,425,565,43%,,,,,,,,,,
562,Curtis Lazar,N,C,152,EDM,31,CA$0.8,-4.2,-0.1,-12.4,-16,—,N/A,, ,71,10.4,5,9,13,53,0,0,0,0,38,150,5,23,1,245,243,50%,,,,,,,,,,
563,Kasperi Kapanen,N,RW,155,EDM,29,CA$1.3,-4.7,-0.1,-12.4,-9.5,—,N/A,, ,77,12.1,8,13,21,87,0,1,1,1,23,94,4,18,1,34,57,38%,,,,,,,,,,
564,Carl Grundstrom,N,RW,156,S.J,28,CA$1.8,-4.7,-0.1,-12.4,-6.9,—,N/A,, ,71,11,8,9,16,117,0,0,0,0,26,194,-7,23,1,4,7,36%,,,,,,,,,,
565,Brandon Saad,N,LW,143,VGK,33,CA$2.0,-4.3,-0.1,-12.5,-6.2,—,N/A,, ,79,12.5,15,14,29,113,1,2,0,0,21,24,5,14,3,8,12,39%,,,,,,,,,,
566,Logan O'Connor,N,RW,157,COL,29,CA$2.5,-4.7,-0.1,-12.5,-5,—,N/A,, ,62,14.1,9,11,20,75,0,0,1,2,38,60,4,25,1,17,32,34%,,,,,,,,,,
567,Miles Wood,N,LW,144,CBJ,30,CA$2.5,-4.3,-0.1,-12.5,-5,—,N/A,, ,72,10.4,7,11,19,112,0,0,0,0,27,91,-2,40,1,5,14,26%,,,,,,,,,,
568,Jason Dickinson,N,C,154,CHI,30,CA$4.3,-4.4,-0.1,-12.5,-2.9,—,N/A,, ,78,15,12,14,26,87,0,0,0,1,64,117,-8,30,2,520,537,49%,,,,,,,,,,
569,Jack Drury,N,C,155,COL,26,CA$1.7,-4.4,-0.1,-12.6,-7.3,—,N/A,, ,75,12.2,7,12,19,92,0,1,0,0,47,55,5,26,1,387,302,56%,,,,,,,,,,
570,Mark Jankowski,N,C,156,CAR,31,CA$0.8,-4.4,-0.1,-12.6,-15.7,—,N/A,, ,68,12.4,12,8,20,78,0,0,1,1,37,47,6,23,2,243,226,52%,,,,,,,,,,
571,Arseny Gritsyuk,N,RW,158,N.J,23,CA$0.9,-4.9,-0.1,-12.6,-13.6,—,N/A,, ,62,13,9,14,24,92,2,4,0,0,26,62,3,18,1,0,0,0%,,,,,,,,,,
572,Peyton Krebs,N,C,157,BUF,25,CA$1.5,-4.5,-0.1,-12.6,-8.7,—,N/A,, ,81,11.2,7,14,20,69,0,0,1,1,27,107,0,38,1,251,280,47%,,,,,,,,,,
573,Thomas Novak,N,C,158,PIT,28,CA$3.5,-4.6,-0.1,-12.7,-3.6,—,N/A,, ,72,14.3,18,21,39,122,3,8,0,0,36,24,-4,13,2,167,222,43%,,,,,,,,,,
574,Tanner Pearson,N,LW,145,WPG,33,CA$1.0,-4.7,-0.1,-12.9,-12.9,—,N/A,, ,71,11.9,9,13,22,96,0,0,0,0,40,82,1,20,2,6,18,25%,,,,,,,,,,
575,James Van Riemsdyk,N,LW,146,DET,36,CA$1.0,-4.7,-0.1,-12.9,-12.9,—,N/A,, ,76,12.5,12,20,32,99,2,3,0,0,22,47,-1,24,2,8,12,41%,,,,,,,,,,
576,Aatu Raty,,C,160,VAN,23,CA$0.8,-4.7,-0.1,-12.9,-16.6,—,N/A,, ,59,12.3,11,9,20,71,0,0,0,0,19,125,0,22,2,383,288,57%,,,,,,,,,,
577,Joel Armia,N,RW,159,L.A,32,CA$2.5,-5.2,-0.1,-12.9,-5.2,—,N/A,, ,76,11.9,11,11,22,91,0,0,1,1,32,74,0,22,2,3,8,27%,,,,,,,,,,
578,Lars Eller,N,C,161,OTT,36,CA$1.3,-4.8,-0.1,-12.9,-10.3,—,N/A,, ,82,11.7,9,11,20,100,0,0,0,1,36,62,0,29,2,367,331,53%,,,,,,,,,,
579,Mason Appleton,N,"C,RW",160,DET,30,CA$2.9,-5.2,-0.1,-12.9,-4.5,—,N/A,, ,76,12.8,10,15,25,107,0,0,0,0,31,82,-2,20,1,8,10,45%,,,,,,,,,,
580,Christian Dvorak,N,C,162,PHI,30,CA$5.4,-4.8,-0.1,-12.9,-2.4,—,N/A,, ,73,15.8,12,19,31,102,2,5,0,0,60,47,-4,16,2,533,436,55%,,,,,,,,,,
581,Tye Kartye,N,LW,147,SEA,24,CA$1.3,-4.8,-0.1,-13,-10.4,—,N/A,, ,76,9.7,8,8,15,72,0,0,1,1,31,185,-5,30,1,11,20,35%,,,,,,,,,,
582,Philip Tomasino,N,"C,RW",161,PIT,24,CA$1.8,-5.3,-0.1,-13,-7.4,—,N/A,, ,68,13.8,12,17,30,114,3,8,0,0,29,67,-5,17,1,7,16,31%,,,,,,,,,,
583,Jamie Benn,N,"C,LW",148,DAL,36,CA$1.0,-4.8,-0.1,-13,-13,—,N/A,, ,41,14.4,9,16,25,70,2,6,0,0,22,55,3,21,1,169,119,59%,,,,,,,,,,
584,Jonny Brodzinski,N,C,164,NYR,32,CA$0.8,-4.9,-0.1,-13,-16.5,—,N/A,, ,67,12.5,12,13,25,104,2,4,0,0,28,54,1,15,2,138,143,49%,,,,,,,,,,
585,Gage Goncalves,N,C,165,T.B,25,CA$1.2,-4.9,-0.1,-13.1,-10.9,—,N/A,, ,62,12.2,9,13,21,67,1,1,0,0,23,77,5,18,1,3,3,49%,,,,,,,,,,
586,Danton Heinen,N,LW,149,PIT,30,CA$2.3,-5,-0.1,-13.1,-5.8,—,N/A,, ,79,13.8,12,19,31,97,1,1,1,1,41,85,-5,24,1,16,25,39%,,,,,,,,,,
587,Cole Koepke,N,LW,150,WPG,27,CA$1.0,-5,-0.1,-13.2,-13.2,—,N/A,, ,64,10.9,8,7,15,71,0,0,0,0,24,143,3,15,1,0,2,0%,,,,,,,,,,
588,Connor Dewar,N,C,166,PIT,26,CA$1.1,-5,-0.1,-13.2,-12,—,N/A,, ,75,11.7,8,9,17,84,0,0,1,2,49,166,-6,26,1,134,165,45%,,,,,,,,,,
589,Connor Brown,N,RW,162,N.J,32,CA$3.0,-5.5,-0.1,-13.2,-4.4,—,N/A,,+,73,14.1,10,14,24,112,0,0,1,1,33,33,3,14,2,16,25,38%,,,,,,,,,,
590,Emil Heineman,N,LW,151,NYI,24,CA$1.1,-5,-0.1,-13.2,-12,—,N/A,, ,70,10.6,8,8,16,65,1,1,0,0,28,167,-2,20,1,1,7,14%,,,,,,,,,,
591,Andre Burakovsky,N,LW,152,CHI,31,CA$5.5,-5.1,-0.1,-13.2,-2.4,—,N/A,, ,74,15.7,13,24,37,127,2,7,0,0,28,39,-7,20,2,3,4,39%,,,,,,,,,,
592,Taylor Raddysh,N,RW,163,NYR,28,CA$1.5,-5.5,-0.1,-13.3,-8.8,—,N/A,, ,80,12.1,8,14,22,93,0,0,0,0,29,70,1,18,1,11,18,39%,,,,,,,,,,
593,Anthony Duclair,N,LW,153,NYI,30,CA$3.5,-5.1,-0.1,-13.3,-3.8,—,N/A,, ,68,13.9,14,12,26,95,3,7,0,0,29,46,-2,19,2,2,8,20%,,,,,,,,,,
594,Mattias Janmark,N,C,167,EDM,33,CA$1.5,-5.1,-0.1,-13.3,-9.2,—,N/A,, ,79,13.2,6,14,20,66,0,0,1,2,33,55,5,29,1,81,112,42%,,,,,,,,,,
595,Adam Klapka,N,RW,164,CGY,25,CA$1.3,-5.6,-0.1,-13.3,-10.7,—,N/A,, ,55,9.5,7,6,13,67,0,0,0,0,35,153,-3,22,1,9,20,32%,,,,,,,,,,
596,Alex Wennberg,N,C,170,S.J,31,CA$5.0,-5.3,-0.1,-13.4,-2.7,—,N/A,, ,81,17.9,12,24,36,91,2,5,0,0,77,41,-8,19,1,521,596,47%,,,,,,,,,,
597,Oskar Sundqvist,N,C,171,STL,32,CA$1.5,-5.3,-0.1,-13.5,-9,—,N/A,, ,76,12.1,5,14,19,66,0,1,0,1,51,86,0,29,1,218,283,44%,,,,,,,,,,
598,Ilya Mikheyev,N,RW,165,CHI,31,CA$4.8,-5.8,-0.1,-13.5,-2.8,—,N/A,, ,78,15,17,17,34,134,0,0,2,2,20,41,-6,14,2,2,12,17%,,,,,,,,,,
599,Ryan Poehling,N,C,172,ANA,27,CA$1.9,-5.4,-0.1,-13.6,-7.1,—,N/A,, ,76,13.5,11,17,28,87,0,0,1,3,82,47,-3,16,2,391,404,49%,,,,,,,,,,
600,Michael Carcone,N,LW,154,UTA,29,CA$0.8,-5.4,-0.1,-13.6,-17.5,—,N/A,, ,68,10.6,11,10,22,89,0,2,0,0,19,64,-1,26,2,4,7,38%,,,,,,,,,,
601,Elmer Soderblom,N,LW,155,DET,24,CA$1.1,-5.5,-0.1,-13.7,-12.1,—,N/A,, ,58,12.2,11,15,26,90,0,0,0,0,28,82,-1,17,2,7,21,26%,,,,,,,,,,
602,Colin Blackwell,N,C,173,DAL,33,CA$0.8,-5.5,-0.1,-13.7,-17.6,—,N/A,, ,71,11.5,7,9,16,76,0,0,1,2,29,94,4,16,1,130,140,48%,,,,,,,,,,
603,Ryan Lomberg,N,LW,156,CGY,31,CA$2.0,-5.5,-0.1,-13.7,-6.8,—,N/A,, ,81,8.7,5,7,12,73,0,0,0,0,22,135,-5,43,1,6,11,36%,,,,,,,,,,
604,Nicolas Deslauriers,N,LW,157,PHI,35,CA$1.8,-5.5,-0.1,-13.7,-7.8,—,N/A,, ,70,7.6,3,4,7,52,0,0,0,0,22,169,-4,44,0,3,6,33%,,,,,,,,,,
605,Blake Lizotte,N,C,174,PIT,28,CA$1.9,-5.6,-0.1,-13.7,-7.4,—,N/A,, ,75,12.6,10,13,23,78,0,0,1,1,39,85,-5,34,1,248,248,50%,,,,,,,,,,
606,Fedor Svechkov,N,C,175,NSH,22,CA$0.9,-5.6,-0.1,-13.7,-14.8,—,N/A,, ,70,14.2,12,14,26,95,2,5,0,0,36,59,-5,23,2,181,313,37%,,,,,,,,,,
607,Marcus Johansson,N,LW,158,MIN,35,CA$0.8,-5.6,-0.1,-13.8,-17.3,—,N/A,, ,80,12.9,10,16,26,101,1,2,0,1,26,47,1,15,2,6,16,28%,,,,,,,,,,
608,Nico Sturm,N,C,176,MIN,30,CA$2.0,-5.7,-0.1,-13.8,-6.9,—,N/A,, ,75,10.5,7,8,15,72,0,0,1,1,38,108,1,18,1,334,240,58%,,,,,,,,,,
609,Alex Turcotte,N,"C,LW",159,L.A,25,CA$0.8,-5.7,-0.1,-13.9,-17.9,—,N/A,, ,67,11.3,8,14,22,74,1,1,0,0,31,58,2,21,1,55,65,45%,,,,,,,,,,
610,Justin Brazeau,N,RW,167,PIT,28,CA$1.5,-6.2,-0.1,-13.9,-9.3,—,N/A,, ,69,12.6,9,10,20,82,2,3,0,0,37,119,-5,14,1,3,10,24%,,,,,,,,,,
611,Adam Edstrom,N,C,178,NYR,25,CA$1.0,-5.8,-0.1,-13.9,-14.3,—,N/A,, ,60,10.7,7,6,13,56,0,0,0,0,38,118,1,19,1,0,5,0%,,,,,,,,,,
612,Ty Dellandrea,N,C,179,S.J,25,CA$1.3,-5.9,-0.1,-14,-10.8,—,N/A,, ,74,11.9,4,10,15,66,0,0,0,1,44,149,-10,43,1,187,200,48%,,,,,,,,,,
613,Juuso Parssinen,N,C,180,NYR,25,CA$1.3,-5.9,-0.1,-14,-11.2,—,N/A,, ,67,10.4,7,10,17,52,1,2,0,0,32,110,0,18,1,121,152,44%,,,,,,,,,,
614,David Kampf,N,C,181,TOR,31,CA$2.4,-6,-0.1,-14.1,-5.9,—,N/A,, ,77,12.5,7,12,19,71,0,0,0,1,33,79,3,16,1,398,379,51%,,,,,,,,,,
615,Calle Jarnkrok,N,C,182,TOR,34,CA$2.1,-6.1,-0.1,-14.2,-6.8,—,N/A,, ,66,11.7,8,12,21,64,0,0,1,1,24,67,4,16,1,29,39,43%,,,,,,,,,,
616,Jakob Pelletier,N,"LW,RW",160,T.B,25,CA$0.8,-6.2,-0.1,-14.4,-18.6,—,N/A,, ,61,10.9,7,11,18,62,0,0,0,0,25,64,5,13,1,14,22,38%,,,,,,,,,,
617,Jonatan Berggren,N,RW,168,DET,25,CA$1.8,-6.8,-0.1,-14.5,-7.9,—,N/A,, ,70,13.1,11,13,24,84,2,4,0,0,19,43,-3,17,2,5,9,34%,,,,,,,,,,
618,Pierre Engvall,N,LW,161,NYI,29,CA$3.0,-6.4,-0.1,-14.5,-4.8,—,N/A,, ,77,11.8,10,11,21,109,0,0,0,0,18,52,-2,19,2,19,26,42%,,,,,,,,,,
619,Andrew Copp,N,"C,LW",162,DET,31,CA$5.6,-6.4,-0.1,-14.6,-2.6,—,N/A,, ,77,13.3,10,17,28,85,0,1,1,1,42,30,-2,18,1,415,391,51%,,,,,,,,,,
620,Sam Lafferty,N,"C,RW",169,CHI,31,CA$2.0,-6.9,-0.1,-14.6,-7.3,—,N/A,, ,77,10.1,8,8,16,68,0,0,1,1,26,130,-8,25,1,121,134,47%,,,,,,,,,,
621,John Beecher,N,C,184,BOS,24,CA$0.9,-6.7,-0.1,-14.8,-16.5,—,N/A,, ,74,11.1,6,7,13,49,0,0,0,0,58,107,-4,26,1,283,252,53%,,,,,,,,,,
622,Tomas Nosek,N,LW,163,FLA,33,CA$0.8,-6.7,-0.1,-14.9,-19.3,—,N/A,, ,70,9.2,3,8,11,58,0,0,0,1,29,94,4,17,0,262,219,54%,,,,,,,,,,
623,Hendrix Lapierre,N,C,186,WSH,24,CA$0.9,-7,-0.1,-15.2,-17.8,—,N/A,, ,64,11.2,7,15,22,59,0,0,0,0,37,59,0,13,1,113,182,38%,,,,,,,,,,
624,Fraser Minten,N,C,187,BOS,21,CA$0.8,-7.3,-0.1,-15.5,-18.9,—,N/A,, ,53,13.6,8,8,16,66,0,1,0,1,27,90,-3,15,1,203,239,46%,,,,,,,,,,
625,Ivan Ivan,N,C,188,COL,23,CA$0.8,-7.3,-0.1,-15.5,-18.3,—,N/A,, ,65,9.5,6,6,11,52,1,2,0,0,20,59,4,14,1,84,125,40%,,,,,,,,,,
626,Michael Misa,N,C,189,S.J,18,CA$0.9,-7.4,-0.2,-15.5,-17.2,—,N/A,, ,35,13,8,11,19,63,2,5,0,0,14,58,-4,24,1,68,102,40%,,,,,,,,,,
627,Frederick Gaudreau,N,C,190,SEA,32,CA$2.1,-7.4,-0.1,-15.6,-7.4,—,N/A,, ,80,12.9,10,13,23,91,1,1,0,1,52,50,-7,12,1,410,427,49%,,,,,,,,,,
628,Philipp Kurashev,N,"C,RW",170,S.J,26,CA$1.2,-8,-0.1,-15.7,-13.1,—,N/A,, ,74,13.6,10,15,25,84,1,2,0,0,31,42,-9,18,1,113,132,46%,,,,,,,,,,
629,Liam Ohgren,N,LW,164,MIN,22,CA$0.9,-7.5,-0.1,-15.7,-17.7,—,N/A,, ,53,11,5,7,13,66,1,2,0,0,25,79,0,12,1,0,1,0%,,,,,,,,,,
630,Matthew Poitras,N,C,191,BOS,22,CA$0.9,-7.8,-0.1,-15.9,-18.3,—,N/A,, ,62,12.8,7,16,23,64,0,1,0,0,23,40,-2,17,1,123,151,45%,,,,,,,,,,
631,Collin Graf,N,RW,171,S.J,23,CA$0.9,-8.3,-0.1,-16,-17,—,N/A,, ,56,15.5,8,10,18,69,1,2,1,2,30,48,-5,17,1,5,14,28%,,,,,,,,,,
632,Isac Lundestrom,N,C,193,CBJ,26,CA$1.3,-8.1,-0.1,-16.3,-12.5,—,N/A,, ,74,12.7,6,10,15,59,0,0,0,0,53,60,-2,11,1,362,418,46%,,,,,,,,,,
633,Rodrigo Abols,N,C,194,PHI,30,CA$0.8,-8.6,-0.1,-16.7,-20.9,—,N/A,, ,57,9.2,5,6,11,58,0,0,0,0,27,86,-3,13,1,172,122,58%,,,,,,,,,,
634,Oliver Kapanen,N,C,195,MTL,22,CA$0.9,-8.6,-0.2,-16.7,-18.1,—,N/A,, ,55,11.1,4,6,9,53,0,1,1,1,28,65,0,14,1,75,100,43%,,,,,,,,,,
635,Landon Slaggert,N,LW,165,CHI,23,CA$0.9,-8.6,-0.1,-16.8,-18.7,—,N/A,, ,58,12.2,6,9,15,60,0,0,0,0,25,53,-6,25,1,0,3,0%,,,,,,,,,,
636,Aleksander Barkov,N,C,196,FLA,30,CA$10.0,-13.4,-13.4,-21.6,-2.2,64.5,-571.5,, ,1,20.1,0,1,1,2,0,0,0,0,1,1,0,0,0,9,7,56%,,,,,,,,,,